Category,Message,Label,Clean
spam,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.",1,auction round highest bid next maximum bid bid send bid e g bid good luck
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0,xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish u merri xma
ham,I attended but nothing is there.,0,attend noth
ham,What * u wearing?,0,u wear
ham,Mm yes dear look how i am hugging you both. :-P,0,mm ye dear look hug p
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",1,free msg sorri servic order could deliv suffici credit pleas top receiv servic
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",1,themob hit link get premium pink panther game new sugabab crazi zebra anim badass hoodi wallpap free
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",1,mila age blond new uk look sex uk guy u like fun text mtalk pp txt st free increment help
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",1,urgent costa del sol holiday await collect call toclaim sae tc pobox stockport sk xh cost pm max min
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1,dear voucher holder next meal us use follow link pc enjoy dine experiencehttp www vouch com etlp dine asp
ham,But i juz remembered i gotta bathe my dog today..,0,juz rememb gotta bath dog today
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",1,complimentari star ibiza holiday cash need urgent collect landlin lose box sk wp ppm
spam,Filthy stories and GIRLS waiting for your,1,filthi stori girl wait
ham,"I think your mentor is , but not 100 percent sure.",0,think mentor percent sure
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0,mm entir sure understood text hey ho weekend
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,1,mobil month u r entitl updat latest colour mobil camera free call mobil updat co free
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386,1,valu vodafon custom comput pick win prize collect easi call
spam,PRIVATE! Your 2003 Account Statement for 078,1,privat account statement
ham,Ok...,0,ok
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",1,xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min txt orang call mobileupd call optout qf
ham,Nice.nice.how is it working?,0,nice nice work
ham,WOT U UP 2 J?,0,wot u j
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",1,urgent week free membership prize jackpot txt word claim c www dbuk net lccltd pobox ldnw rw
ham,You best watch what you say cause I get drunk as a motherfucker,0,best watch say caus get drunk motherfuck
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,1,well done england get offici poli rington colour flag yer mobil text tone flag opt txt eng stop box w wx
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,1,unsubscrib servic get ton sexi babe hunk straight phone go http gotbab co uk subscript
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,0,cant keep talk peopl sure pay agre price pl tell want realli buy much will pay
ham,"Yo, you at jp and hungry like a mofo?",0,yo jp hungri like mofo
ham,I'll talk to the others and probably just come early tomorrow then,0,talk other probabl come earli tomorrow
ham,Pls dont restrict her from eating anythin she likes for the next two days.,0,pl dont restrict eat anythin like next two day
ham,"Sorry, I can't help you on this.",0,sorri help
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0,regist sinco paye log icicibank com enter urn lt gt confirm bewar fraud share disclos urn anyon
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,guarante latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,polyphon tone ur mob everi week txt pt st tone free get txtin tell ur friend p tone repli hl info
ham,\Hey j! r u feeling any better,0,hey j r u feel better
ham,And do you have any one that can teach me how to ship cars.,0,one teach ship car
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,1,natali f invit friend repli ye see www sm ac u natali k stop send stop frnd
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,1,get brand new mobil phone agent mob plu load goodi info text mat
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",0,anyway go gym whatev love smile hope ok good day babe miss much alreadi
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,1,boltblu tone p repli poli mono eg poli cha cha slide yeah slow jamz toxic come stop tone txt
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0,hi dear call urgnt know what problem want work problem least tell wate repli
spam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",1,urgent mobil award bonu caller prize nd attempt contact call box qu
ham,Do have a nice day today. I love you so dearly.,0,nice day today love dearli
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box bray wicklow eir quiz start saturday unsub stop
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",1,u outbid simonwatson shinco dvd plyr bid visit sm ac smsreward end bid notif repli end
ham,Thank you baby! I cant wait to taste the real thing...,0,thank babi cant wait tast real thing
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1,privat account statement show un redeem point call identifi code expir
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1,panason bluetoothhdset free nokia free motorola free doublemin doubletxt orang contract call mobileupd call optout
ham,Thts wat Wright Brother did to fly..,0,tht wat wright brother fli
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,1,tri contact repli offer min textand new video phone call repli free deliveri tomorrow
spam,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,1,today voda number end select receiv award match pleas call quot claim code standard rate app
ham,yay! finally lol. i missed our cinema trip last week :-(,0,yay final lol miss cinema trip last week
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),0,ye post coupl pic fb still snow outsid wake
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,1,sunshin quiz wkli q win top soni dvd player u know countri algarv txt ansr sp tyron
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,1,privat account statement show un redeem point call identifi code xx expir
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1,st wk free gr tone str u wk txt nokia classic nokia tone hit poli nokia p poli p
ham,No. I.ll meet you in the library,0,meet librari
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,0,horribl u eat mac eat u forgot abt alreadi rite u take long repli thk toot b b prepar wat shall eat
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,1,take part mobil survey yesterday text use howev wish get txt send txt c www txt com p
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,0,yupz oredi book slot weekend liao
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,0,cinema plu drink appeal tomo fr thriller director like mac
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1,heard u call rude chat privat line cum wan c pic gettin shag text pix end send stop sam xxx
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",1,freemsg hey u got video pic fone repli wild txt ill send u pic hurri im bore work xxx p rcvd stop stop
ham,ÌÏ ready then call me...,0,readi call
ham,Still otside le..u come 2morrow maga..,0,still otsid le u come morrow maga
ham,How would my ip address test that considering my computer isn't a minecraft server,0,would ip address test consid comput minecraft server
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,1,free camera phone linerent month cross ntwk min price txt bundl deal also avbl call call optout j mf
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,0,yup give problem mayb ju leav
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,know u u know send chat let find p msg rcvd hg suit land row w j hl ldn year
spam,You have 1 new voicemail. Please call 08719181513.,1,new voicemail pleas call
